date,CDN.AVG.3YTO5Y.AVG
2018-09-21 04:00:00+00:00,0.34
2018-09-21 04:00:00+00:00,0.34
2018-09-21 04:00:00+00:00,0.35
2018-09-21 04:00:00+00:00,0.41
2018-09-21 04:00:00+00:00,0.42
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.4
2018-09-21 04:00:00+00:00,0.4
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.37
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.37
2018-09-21 04:00:00+00:00,0.37
2018-09-21 04:00:00+00:00,0.4
2018-09-21 04:00:00+00:00,0.41
2018-09-21 04:00:00+00:00,0.4
2018-09-21 04:00:00+00:00,0.43
2018-09-21 04:00:00+00:00,0.42
2018-09-21 04:00:00+00:00,0.41
2018-09-21 04:00:00+00:00,0.41
2018-09-21 04:00:00+00:00,0.4
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.37
2018-09-21 04:00:00+00:00,0.36
2018-09-21 04:00:00+00:00,0.37
2018-09-21 04:00:00+00:00,0.36
2018-09-21 04:00:00+00:00,0.35
2018-09-21 04:00:00+00:00,0.35
2018-09-21 04:00:00+00:00,0.33
2018-09-21 04:00:00+00:00,0.33
2018-09-21 04:00:00+00:00,0.33
2018-09-21 04:00:00+00:00,0.34
2018-09-21 04:00:00+00:00,0.36
2018-09-21 04:00:00+00:00,0.37
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.36
2018-09-21 04:00:00+00:00,0.37
2018-09-21 04:00:00+00:00,0.35
2018-09-21 04:00:00+00:00,0.34
2018-09-21 04:00:00+00:00,0.33
2018-09-21 04:00:00+00:00,0.35
2018-09-21 04:00:00+00:00,0.36
2018-09-21 04:00:00+00:00,0.36
2018-09-21 04:00:00+00:00,0.34
2018-09-21 04:00:00+00:00,0.34
2018-09-21 04:00:00+00:00,0.33
2018-09-21 04:00:00+00:00,0.33
2018-09-21 04:00:00+00:00,0.34
2018-09-21 04:00:00+00:00,0.33
2018-09-21 04:00:00+00:00,0.34
2018-09-21 04:00:00+00:00,0.37
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.38
2018-09-21 04:00:00+00:00,0.39
2018-09-21 04:00:00+00:00,0.45
2018-09-21 04:00:00+00:00,0.45
2018-09-21 04:00:00+00:00,0.47
2018-09-21 04:00:00+00:00,0.51
2018-09-21 04:00:00+00:00,0.53
2018-09-21 04:00:00+00:00,0.54
2018-09-21 04:00:00+00:00,0.58
2018-09-21 04:00:00+00:00,0.75
2018-09-21 04:00:00+00:00,0.7
2018-09-21 04:00:00+00:00,0.63
2018-09-21 04:00:00+00:00,0.66
2018-09-21 04:00:00+00:00,0.7
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.78
2018-09-21 04:00:00+00:00,0.74
2018-09-21 04:00:00+00:00,0.69
2018-09-21 04:00:00+00:00,0.7
2018-09-21 04:00:00+00:00,0.8
2018-09-21 04:00:00+00:00,0.79
2018-09-21 04:00:00+00:00,0.8
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.78
2018-09-21 04:00:00+00:00,0.77
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.73
2018-09-21 04:00:00+00:00,0.7
2018-09-21 04:00:00+00:00,0.68
2018-09-21 04:00:00+00:00,0.7
2018-09-21 04:00:00+00:00,0.73
2018-09-21 04:00:00+00:00,0.73
2018-09-21 04:00:00+00:00,0.74
2018-09-21 04:00:00+00:00,0.73
2018-09-21 04:00:00+00:00,0.82
2018-09-21 04:00:00+00:00,0.77
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.74
2018-09-21 04:00:00+00:00,0.77
2018-09-21 04:00:00+00:00,0.78
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.77
2018-09-21 04:00:00+00:00,0.73
2018-09-21 04:00:00+00:00,0.77
2018-09-21 04:00:00+00:00,0.77
2018-09-21 04:00:00+00:00,0.74
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.77
2018-09-21 04:00:00+00:00,0.75
2018-09-21 04:00:00+00:00,0.77
2018-09-21 04:00:00+00:00,0.74
2018-09-21 04:00:00+00:00,0.74
2018-09-21 04:00:00+00:00,0.75
2018-09-21 04:00:00+00:00,0.73
2018-09-21 04:00:00+00:00,0.73
2018-09-21 04:00:00+00:00,0.7
2018-09-21 04:00:00+00:00,0.71
2018-09-21 04:00:00+00:00,0.73
2018-09-21 04:00:00+00:00,0.79
2018-09-21 04:00:00+00:00,0.76
2018-09-21 04:00:00+00:00,0.77
